"date","curl"
1996-12-01,-0.00300449066519461
1997-01-01,0.0732459453305368
1997-02-01,0.189568231936745
1997-03-01,0.138012381746968
1997-04-01,0.0299757665844582
1997-05-01,-0.0632472313569721
1997-06-01,0.0850559714103669
1997-07-01,0.0728753645671532
1997-08-01,0.0624073635774915
1997-09-01,0.224591674580653
1997-10-01,0.0183071417078382
1997-11-01,0.256202623383918
1997-12-01,0.212235262342599
1998-01-01,0.0726781275998628
1998-02-01,0.0871757606466956
1998-03-01,0.155389954497676
1998-04-01,0.11457097560924
1998-05-01,0.174045271404019
1998-06-01,0.092676226474362
1998-07-01,0.0634974618792681
1998-08-01,0.0417056295716773
1998-09-01,0.120648301333724
1998-10-01,0.135368504699727
1998-11-01,0.192939490806398
1998-12-01,-0.0131645436588399
1999-01-01,0.0896918967558088
1999-02-01,0.121492940577877
1999-03-01,0.262478645364926
1999-04-01,0.110030757530627
1999-05-01,0.0561890757343025
1999-06-01,0.0203959308058041
1999-07-01,0.0787318061511205
1999-08-01,0.0894747385108429
1999-09-01,0.126903213242595
1999-10-01,0.221906760845471
1999-11-01,0.250340268406068
1999-12-01,0.243278946003152
2000-01-01,0.148789913864608
2000-02-01,0.121666207906889
2000-03-01,0.203786406778144
2000-04-01,0.0980817068991234
2000-05-01,0.0370411272829019
2000-06-01,0.0948583126494971
2000-07-01,0.0859724906773341
2000-08-01,-0.00837944249441433
2000-09-01,-0.026710751292908
2000-10-01,0.187692992271709
2000-11-01,0.191740668447757
2000-12-01,0.180583275513965
2001-01-01,0.243069912022394
2001-02-01,0.113117471054095
2001-03-01,0.308226720050529
2001-04-01,0.107100005796248
2001-05-01,0.0177150719979114
2001-06-01,-0.0649828715530155
2001-07-01,0.102399557658592
2001-08-01,0.0494129220697451
2001-09-01,0.123092853636653
2001-10-01,0.214186064287787
2001-11-01,0.19680712527285
2001-12-01,0.247029474311232
2002-01-01,0.270031491542425
2002-02-01,0.326329532855501
2002-03-01,-0.0297731219945018
2002-04-01,-0.0768943309042327
2002-05-01,-0.0173283544879976
2002-06-01,0.0406235363463768
2002-07-01,0.0375660959398374
2002-08-01,0.110573967535284
2002-09-01,0.0692797656908321
2002-10-01,0.289537499027103
2002-11-01,0.246779325148694
2002-12-01,0.155766302590362
2003-01-01,0.161228988957764
2003-02-01,0.19261165111136
2003-03-01,-0.000522071434412889
2003-04-01,0.0356405378724621
2003-05-01,0.00830863908373026
2003-06-01,0.0711192832418924
2003-07-01,0.0710264544727074
2003-08-01,0.117380217191466
2003-09-01,0.0817290180881779
2003-10-01,0.203830501508761
2003-11-01,0.10014421593358
2003-12-01,0.212407598306459
2004-01-01,0.0193984652163366
2004-02-01,0.205193654567227
2004-03-01,0.0950584396659569
2004-04-01,0.104188963900217
2004-05-01,0.0289289681636378
2004-06-01,0.0665939902903995
2004-07-01,0.087266526914054
2004-08-01,0.0189476670116333
2004-09-01,0.168564034179629
2004-10-01,0.0806836772950461
2004-11-01,0.265465280300877
2004-12-01,0.181723150610061
2005-01-01,-0.0310131374739016
2005-02-01,0.12829189696263
2005-03-01,0.161869652239451
2005-04-01,0.136025718290411
2005-05-01,0.0694305967616081
2005-06-01,0.0802948656793753
2005-07-01,0.0878507896031132
2005-08-01,0.00195284027075912
2005-09-01,0.128920814966679
2005-10-01,0.142146779573523
2005-11-01,0.230298220677974
2005-12-01,0.149418819191245
2006-01-01,0.231338955819848
2006-02-01,0.116710436465736
2006-03-01,0.092820635204488
2006-04-01,0.23119761950026
2006-05-01,0.0843632159451738
2006-06-01,0.0598217831823233
2006-07-01,0.0467010703847606
2006-08-01,0.120753433053593
2006-09-01,0.138579298472636
2006-10-01,0.193572609866452
2006-11-01,0.105020803312746
2006-12-01,0.206358294921099
2007-01-01,0.186422405624331
2007-02-01,0.020573539081616
2007-03-01,0.118667680796029
2007-04-01,0.116279786849325
2007-05-01,0.106091709566061
2007-06-01,0.0517408790830005
2007-07-01,-0.000848572778825958
2007-08-01,0.0909949991231163
2007-09-01,0.0989153634334259
2007-10-01,0.209722484466275
2007-11-01,0.320237025868631
2007-12-01,0.274631508093551
2008-01-01,0.0777052519799866
2008-02-01,0.220588865802037
2008-03-01,0.208579895668663
2008-04-01,0.034109572827152
2008-05-01,0.136163868423965
2008-06-01,0.0992564122468509
2008-07-01,0.0783531068289584
2008-08-01,0.029716091829296
2008-09-01,0.161417666920493
2008-10-01,0.202910864173814
2008-11-01,0.190235307752758
2008-12-01,0.156979720274211
2009-01-01,0.155182505570809
2009-02-01,0.0155944942590496
2009-03-01,0.148861870053224
2009-04-01,0.0856373446316596
2009-05-01,0.0105766442863603
2009-06-01,0.0336596746012758
2009-07-01,0.0736680874769162
2009-08-01,0.0677772870080339
2009-09-01,0.129396024050139
2009-10-01,0.129663441233182
2009-11-01,0.270714164655483
2009-12-01,0.0821230579782019
2010-01-01,0.0627457199325026
2010-02-01,0.111885466332616
2010-03-01,0.237319064167052
2010-04-01,0.159310747828352
2010-05-01,0.109318475558043
2010-06-01,0.0189660641254805
2010-07-01,0.0904371837731796
2010-08-01,0.0934664175190307
2010-09-01,0.0973245062729499
2010-10-01,0.213638989364511
2010-11-01,0.0691976390770395
2010-12-01,0.171770681356806
2011-01-01,0.152798325032496
2011-02-01,-0.234439993113348
2011-03-01,0.0302352292605469
2011-04-01,0.196053305342772
2011-05-01,0.0738072647687255
2011-06-01,0.103431152283318
2011-07-01,0.102637457387809
2011-08-01,0.0872428663187074
2011-09-01,0.020150244442953
2011-10-01,0.238687292015163
2011-11-01,0.15997574446185
